title,cleaned_title,sentiment_label,source
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",a a result of the share issue the number of the company s share increase by 391630 share and the share capital by a total of eur 1566520,neutral,financial_phrasebank
"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",finnish real estate investor sponda plc said on wednesday 12 march that it ha signed agreement with danske bank a helsinki branch for a 7year eur150m credit facility and with ilmarinen mutual pension insurance company for a 7year eur50m credit facility,neutral,financial_phrasebank
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",on the route between helsinki in finland and tallinn in estonia cargo volume increased by 36 while cargo volume between finland and sweden fell by 9,neutral,financial_phrasebank
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",other measure included increasing synergy and economy of scale within the grimaldi group and personnel adjustment divestments and redelivery of excess tonnage,neutral,financial_phrasebank
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",rinkuskiai raised the sale by 181 percent to 137 million liter while the sale of kauno alus grew by 143 percent to 960000 liter,positive,financial_phrasebank
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,telecomworldwire7 april 2006tj group plc sell stake in morning digital design oy finnish it company tj group plc said on friday 7 april that it had signed an agreement on selling it share of morning digital design oy to edita oyj,neutral,financial_phrasebank
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,telecomworldwire7 april 2006tj group plc sell stake in morning digital design oy finnish it company tj group plc said on friday 7 april that it had signed an agreement on selling it share of morning digital design oy to edita oyj,positive,financial_phrasebank
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",the 718430 new series a share will become subject to trading on the helsinki stock exchange s main list together with the old series a share on july 3 2006,neutral,financial_phrasebank
The fuel purchase contracts have been signed with three months ' delivery from this September to November .,the fuel purchase contract have been signed with three month delivery from this september to november,neutral,financial_phrasebank
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,tiimari operates 194 store in six country including it core finnish market and generated a turnover of 765 mln eur in 2005,neutral,financial_phrasebank
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,under this agreement biohit becomes a focus supplier of pipettors and disposable pipettor tip to vwr customer throughout europe,positive,financial_phrasebank
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",the combination of all service enabling u to offer a complex and strengthened service chain not only limited to the baltic port connection but also for getting access to the world wide grimaldi network into the mediterranean africa and north america say uwe bakosch,positive,financial_phrasebank
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,no blindspots coming from 1 vantage point allows investigator to see the whole story in high resolution with no unbroken video,neutral,financial_phrasebank
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",the company still expects it turnover in 2010 to slightly increase from the level of 2009 adding that market predictability is still too poor for trustworthy forecast on the market development of the contract manufacturing business during the current year,positive,financial_phrasebank
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,the acquisition will considerably increase kemira s sale and market position in the russian metal industry coating market,positive,financial_phrasebank
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",in januaryseptember 2007 finnlines net sale rose to eur 5054 mn from eur 4735 mn in the corresponding period in 2006,positive,financial_phrasebank
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",adjusted for change in the group structure the division s net sale increased by 17,positive,financial_phrasebank
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",the change will optimize the operational efficiency of our growing business said julia prohaska director of marketing communication for fiskars,positive,financial_phrasebank
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",they would invest not only in the physical infrastructure but would also provide knowhow for managing and developing science and technology park said sunrise valley director andrius bagdonas,positive,financial_phrasebank
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",4 february 2011 finnish broadband data communication system provider teleste oyj hel tlt1v saw it net profit jump to eur2 1 m for the last quarter of 2010 from eur995 000 for the same period of 2009,positive,financial_phrasebank
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,finnish aktia group s operating profit rose to eur 175 mn in the first quarter of 2010 from eur 82 mn in the first quarter of 2009,positive,financial_phrasebank
Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,finnish bank of land s consolidated net operating profit increased from eur 48 mn in the first quarter of 2005 to eur 64 mn in the first quarter of 2006,positive,financial_phrasebank
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",finnish financial group aktia report operating profit of eur 444 mn in januaryseptember 2009 up from eur 373 mn in the corresponding period in 2008,positive,financial_phrasebank
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",finnish high technology provider vaahto group report net sale of eur 418 mn in the accounting period september 2007 february 2008 an increase of 112 from a year earlier,positive,financial_phrasebank
Net sales of Finnish food industry company L+Ænnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,net sale of finnish food industry company lnnen tehtaat s continuing operation increased by 13 in 2008 to eur 3491 mn from eur 3096 mn in 2007,positive,financial_phrasebank
An individual promotion also generated slightly higher-than-expected revenues .,an individual promotion also generated slightly higherthanexpected revenue,positive,financial_phrasebank
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,biohit already service many current genesis customer and the customer base is expected to expand a a result of this agreement,positive,financial_phrasebank
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",both operating profit and turnover for the threemonth period increased respectively from eur0 9 m and eur8 3 m a compared to the corresponding period in 2005,positive,financial_phrasebank
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,circulation revenue ha increased by 5 in finland and 4 in sweden in 2008,positive,financial_phrasebank
Clothing chain Sepp+Æl+Æ 's net sales increased by 7.0 % to EUR 30.8 mn .,clothing chain seppl s net sale increased by 70 to eur 308 mn,positive,financial_phrasebank
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,construction volume meanwhile grow at a rate of 1015 percent annually,positive,financial_phrasebank
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,finnish and swedish construction market are still experiencing an estimated 4 annual growth in 2008,positive,financial_phrasebank
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",however biohit estimate it total net sale will continue to grow in 2009 and that favourable trend in net sale will lead to a profit in 2009,positive,financial_phrasebank
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",in 2009 fiskars cash flow from operating activity amounted to eur121m up from eur97m in the previous year,positive,financial_phrasebank
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",in lithuania operating profit rose to eur 190000 from eur 70000 in the corresponding period in 2005,positive,financial_phrasebank
